chr,start,end,n_hom,n_het
1,3829690,3918520,175,5
1,4064095,4093170,59,2
1,5205378,5250549,70,2
1,7801244,7902199,162,5
1,11044619,11145001,72,2
1,11160752,11265853,113,4
1,12677244,12742225,59,2
1,12759130,12806763,70,2
1,12802799,12839452,54,2
1,16983223,17057385,106,3
1,17019909,17118157,287,8
1,17083334,17117055,84,3
1,17118587,17163754,84,3
1,17180559,17191888,62,2
1,17352194,17405577,78,2
1,17463963,17551351,128,4
1,21677300,21879756,191,5
1,21687278,21974997,368,10
1,21974475,21988299,80,3
1,23831813,23990162,442,12
1,23883717,24012818,402,11
1,23915963,24012666,211,6
1,25795064,25876606,113,3
1,27917064,27933101,60,2
1,30273969,30361432,167,5
1,30524942,30597932,123,4
1,31148083,31212333,109,3
1,31425689,31449015,81,3
1,31627317,31687575,58,2
1,33817114,33843316,116,3
1,42200648,42324054,138,5
1,45485280,45624933,109,3
1,45555884,45698302,138,4
1,45626987,45874139,396,11
1,45800784,45860318,65,2
1,45953933,46177359,113,3
1,46374243,46601522,142,4
1,46593191,46782347,147,4
1,46791535,46868164,103,3
1,54957391,54980319,64,2
1,55667434,55705438,102,3
1,56004927,56060374,95,4
1,57510847,57556164,83,3
1,57616983,57667421,67,2
1,58022172,58048418,52,2
1,59156460,59195765,101,3
1,59271631,59375699,131,4
1,59581539,59595335,63,2
1,61327114,61385704,67,2
1,62465481,62645857,146,4
1,62645398,62706239,73,2
1,64239062,64376255,143,4
1,64361056,64506220,185,5
1,65062494,65125079,75,2
1,66148261,66228975,105,3
1,68864841,68933243,100,3
1,68930924,68980339,59,2
1,69206831,69248819,54,2
1,72187398,72354201,123,4
1,72526897,72585148,73,2
1,72585148,72706931,154,4
1,72755635,72930960,273,7
1,72885037,72973245,108,3
1,72764937,73303115,940,25
1,73051392,73307887,589,16
1,73153069,73297276,301,8
1,73852397,73904927,92,3
1,75912678,76011841,146,5
1,76345763,76397851,100,3
1,76862612,76985157,115,3
1,76948575,77082701,69,2
1,78735947,78795698,93,3
1,79783091,79828337,83,3
1,81107544,81143183,69,2
1,83657282,83701877,56,2
1,84306859,84383433,77,2
1,84319723,84511127,176,5
1,86959991,87023465,115,3
1,87053722,87118956,72,2
1,87203296,87288645,86,3
1,89386611,89485214,232,6
1,89449358,89529510,149,4
1,90639799,90712090,71,2
1,90696212,90806834,138,4
1,90826282,90991369,87,3
1,91013484,91110077,112,3
1,91169479,91205569,109,3
1,91169487,91316087,258,7
1,91277586,91393152,189,5
1,91248768,91468905,394,11
1,91348808,91486826,270,7
1,91451289,91468905,64,2
1,91487615,91557834,67,2
1,93002622,93028925,61,2
1,93172843,93281768,63,2
1,95154307,95198999,64,2
1,95536229,95579291,58,3
1,96139156,96306764,219,6
1,96403151,96521486,126,4
1,96527818,96596251,67,3
1,97813703,97909223,86,3
1,97996398,98034095,77,2
1,98410522,98440589,65,3
1,99579594,99650285,80,3
1,100053276,100190709,56,2
1,100238320,100271672,75,2
1,100248414,100410072,148,4
1,100456291,100566843,144,4
1,100571651,100612911,100,3
1,100583056,100746700,113,3
1,101194566,101218859,52,3
1,102379047,102412004,108,4
1,103027344,103153767,219,6
1,103076932,103235426,384,10
1,103175257,103223216,105,3
1,103180047,103350527,383,10
1,103291487,103352176,162,5
1,103931435,103973627,64,2
1,104940421,104972155,116,3
1,106326076,106351278,84,3
1,106540620,106619626,130,4
1,110215332,110288709,119,4
1,110279097,110322648,68,2
1,110355087,110449284,104,3
1,111794029,111874734,98,3
1,112014275,112145411,180,5
1,112166663,112220190,111,3
1,115743352,115768767,90,3
1,115859427,115884055,60,2
1,115866886,115943960,161,5
1,117147650,117213235,75,2
1,117212342,117253796,96,3
1,117793596,117891784,136,4
1,118467602,118548614,179,5
1,118498022,118606805,293,8
1,119534725,119548278,56,2
1,147667224,147787807,151,4
1,152520678,152557920,110,3
1,152747062,152807058,84,3
1,156560619,156636395,135,4
1,157506909,157636006,212,6
1,157600406,157762899,156,4
1,158198431,158210324,69,2
1,158198429,158225000,199,6
1,158673247,158709603,84,3
1,158757804,158883235,232,6
1,158763656,158935417,343,9
1,158870035,158936765,217,6
1,158892579,158935417,90,3
1,160483672,160576866,131,4
1,160986389,161058860,106,3
1,162072523,162124507,95,3
1,162144097,162227974,111,3
1,162374312,162420928,80,3
1,164130979,164184732,85,3
1,165314233,165352371,90,4
1,166780974,166835577,103,3
1,166835586,166877241,58,2
1,167200272,167257617,59,2
1,169920013,169977812,135,4
1,170223632,170263188,66,2
1,170917503,170936242,52,3
1,171857803,171893453,73,2
1,175187449,175232591,80,3
1,176861842,176908737,59,2
1,181792675,181890311,133,4
1,183517724,183614173,84,3
1,184214081,184261405,110,3
1,186945069,186970708,89,3
1,187580974,187629741,71,2
1,187639828,187664965,98,3
1,187672082,187710841,88,3
1,187690036,187759359,170,5
1,187760982,187790705,77,2
1,187923168,188083966,87,3
1,188086840,188191440,116,3
1,188061147,188344989,463,12
1,188131386,188398105,572,15
1,188164356,188416683,575,15
1,188330104,188378131,137,4
1,188376503,188439365,150,4
1,188376503,188519548,310,8
1,188376503,188570194,474,13
1,188453581,188562865,221,6
1,188510105,188623895,338,9
1,188561935,188617257,199,6
1,188577899,188618497,62,2
1,189795723,189818245,54,2
1,193879035,193908179,84,3
1,193904782,193943998,82,3
1,194367633,194470449,244,7
1,194419554,194494672,153,4
1,195075607,195101731,88,3
1,195041255,195130868,277,8
1,195087171,195188405,438,12
1,200441432,200499490,61,2
1,201224473,201250034,67,2
1,201511532,201534665,65,2
1,202455207,202519261,56,2
1,204204259,204285160,130,4
1,204440031,204477560,74,3
1,205113848,205206273,132,4
1,205135457,205303798,262,7
1,205240402,205303798,107,3
1,205766735,205860732,119,4
1,209076269,209278272,205,6
1,209765642,209847021,131,4
1,211003580,211110669,62,3
1,211253178,211300908,70,2
1,216118996,216207713,97,3
1,216231554,216296719,67,2
1,219133581,219257353,150,4
1,219992630,220027549,106,3
1,221611033,221684017,143,4
1,226375688,226434382,77,2
1,229645997,229704379,88,3
1,230273112,230301186,53,2
1,232419607,232455641,57,2
1,232455641,232490658,91,3
1,235037992,235069901,63,2
1,236412633,236435808,113,3
1,236520394,236580968,266,7
1,236569946,236621766,142,4
1,236621768,236633227,80,4
1,236740825,236808886,63,2
1,237288656,237432531,155,4
1,237307781,237473463,246,7
1,237516022,237565567,135,4
1,238463245,238487742,102,3
1,238963648,239135292,208,6
1,239699111,239771628,101,3
1,240782991,240815232,78,2
1,241409870,241539789,146,4
1,242038996,242056294,67,2
1,244533889,244560350,97,3
1,244961739,245007827,105,3
1,246191356,246226265,144,4
1,246192366,246249857,328,9
1,246243839,246255932,93,3
1,246270649,246358995,130,4
1,247180902,247192777,54,3
1,247194946,247249019,92,3
1,247915783,247984347,185,5
1,248272529,248318359,180,5
1,248271409,248385449,437,12
1,248317194,248438019,320,9
1,248379725,248436187,77,2
2,624524,632609,78,2
2,1063888,1115911,112,3
2,1125692,1168909,239,7
2,1346276,1365533,105,3
2,3135523,3205155,147,4
2,3121799,3287247,359,11
2,3200547,3287269,209,6
2,3238980,3287256,95,3
2,3336977,3467375,174,5
2,3366001,3524778,273,8
2,3477945,3524778,120,4
2,3841611,3866616,58,2
2,4182730,4206482,66,3
2,4887424,4921076,62,2
2,7818382,7888385,70,2
2,10773111,10806640,142,4
2,10789216,10852968,325,9
2,11481516,11547380,129,4
2,12266219,12299809,58,2
2,14159094,14196025,86,3
2,15328667,15393874,141,4
2,15411024,15473554,119,4
2,15440426,15533354,230,6
2,15557394,15582505,54,2
2,15795714,15826271,77,2
2,17060894,17099376,59,2
2,18141959,18252430,215,6
2,21537044,21595034,123,4
2,21594547,21654366,65,2
2,22329297,22360563,89,3
2,24939725,25031115,168,6
2,29594899,29636814,89,3
2,33731214,33748096,74,2
2,34589831,34637406,100,3
2,34646707,34687012,73,2
2,34660213,34767976,210,6
2,35897104,35922819,64,2
2,36033187,36127400,74,2
2,36293387,36331843,57,2
2,37174793,37192842,65,2
2,40382549,40431252,65,2
2,40930054,40971961,97,3
2,44349278,44417415,108,3
2,45535849,45621864,104,3
2,52419631,52491336,99,3
2,52482756,52576653,99,3
2,52495893,52717494,364,10
2,52616674,52756635,289,8
2,52469858,53194463,1173,31
2,52670800,53193877,802,21
2,52843953,53193832,392,11
2,54219819,54257406,67,2
2,59517021,59562010,64,3
2,62317215,62399890,83,3
2,63134367,63372953,309,8
2,63282715,63493772,298,8
2,63371504,63439456,74,2
2,63626842,63809195,108,3
2,67033591,67116016,58,2
2,67463815,67651196,263,7
2,67463815,67713501,418,11
2,67655447,67757206,238,7
2,67714078,67757206,91,3
2,68421392,68468619,65,2
2,71265112,71302976,60,2
2,71571480,71639712,62,2
2,71819929,71869816,64,2
2,73136947,73193453,101,4
